TIME,BRD_ELFB_AVG,BRD_ELTR_AVG,BRD_FLOWS_AVG,BRD_QSPILL_AVG,BRD_QDISCH_AVG,BRD_MWG1_AVG,BRD_MWG2_AVG,BRD_MWG3_AVG,BRD_MWG4_AVG,BRD_FLOWSS_AVG,BRX_MWG1_AVG,BRX_FLOW_AVG,BRX_ELTRF_AVG,BRX_FLOWSS_AVG
2017-09-30  23:00,1476.25,1372.74,4222.45,0.00,10750.75,0.00,0.00,31.76,0.00,4206.59,48.55,6528.30,1372.52,6508.05
2017-09-30  22:00,1476.16,1372.71,4174.82,0.00,10673.92,0.00,0.00,31.31,0.00,4158.72,48.26,6499.10,1372.50,6479.20
2017-09-30  21:00,1476.06,1372.71,4194.67,0.00,10695.67,0.00,0.00,31.37,0.00,4179.22,48.23,6501.00,1372.50,6481.65
2017-09-30  20:00,1475.96,1372.76,4240.10,0.00,10740.47,0.00,0.00,31.84,0.00,4225.86,48.20,6500.37,1372.52,6481.71
2017-09-30  19:00,1475.86,1372.77,4253.62,0.00,10769.96,0.00,0.00,31.94,0.00,4240.01,48.33,6516.96,1372.51,6498.81
2017-09-30  18:00,1475.75,1372.75,4239.19,0.00,10748.31,0.00,0.00,31.78,0.00,4225.81,48.21,6509.12,1372.51,6491.50
2017-09-30  17:00,1475.65,1372.77,4251.95,0.00,10745.58,0.00,0.00,31.93,0.00,4239.26,47.99,6493.62,1372.51,6476.55
2017-09-30  16:00,1475.55,1372.75,4208.06,0.00,10719.69,0.00,0.00,31.43,0.00,4195.32,48.10,6511.63,1372.49,6495.05
2017-09-30  15:00,1475.44,1372.72,4166.12,0.00,10652.23,0.00,0.00,30.98,0.00,4153.38,47.86,6486.11,1372.46,6469.94
2017-09-30  14:00,1475.36,1372.75,4183.39,0.00,10663.67,0.00,0.00,31.15,0.00,4171.33,47.81,6480.28,1372.50,6464.75
2017-09-30  13:00,1475.27,1372.74,4172.87,0.00,10662.31,0.00,0.00,31.00,0.00,4161.11,47.81,6489.44,1372.51,6474.43
2017-09-30  12:00,1475.18,1372.76,4139.25,0.00,10609.53,0.00,0.00,30.66,0.00,4127.79,47.63,6470.28,1372.51,6455.80
2017-09-30  11:00,1475.07,1372.85,4173.24,0.00,10592.89,0.00,0.00,30.94,0.00,4162.97,47.07,6419.65,1372.61,6406.29
2017-09-30  10:00,1474.95,1373.00,4186.47,0.00,10651.92,0.00,0.00,30.97,0.00,4177.52,47.37,6465.44,1372.77,6453.64
2017-09-30  9:00,1474.85,1373.12,4139.31,0.00,10572.50,0.00,0.00,30.49,0.00,4131.17,47.02,6433.19,1372.90,6422.65
2017-09-30  8:00,1474.73,1373.19,4140.84,0.00,10404.37,0.00,0.00,30.48,0.00,4133.60,45.40,6263.53,1372.99,6254.03
2017-09-30  7:00,1474.59,1373.22,4184.33,0.00,10491.03,0.00,0.00,30.77,0.00,4178.07,45.75,6306.70,1373.03,6298.25
2017-09-30  6:00,1474.69,1373.26,4199.16,0.00,10549.64,0.00,0.00,30.90,0.00,4192.68,46.11,6350.47,1373.03,6341.48
2017-09-30  5:00,1474.94,1373.23,4185.37,0.00,10520.87,0.00,0.00,30.89,0.00,4177.50,46.13,6335.50,1373.03,6325.05
2017-09-30  4:00,1475.20,1373.25,4184.50,0.00,10551.23,0.00,0.00,30.97,0.00,4175.53,46.53,6366.73,1373.03,6354.85
2017-09-30  3:00,1475.46,1373.24,4189.74,0.00,10565.32,0.00,0.00,31.07,0.00,4179.56,46.67,6375.59,1373.04,6362.30
2017-09-30  2:00,1475.71,1373.23,4182.56,0.00,10526.52,0.00,0.00,31.09,0.00,4171.07,46.50,6343.96,1373.03,6329.21
2017-09-30  1:00,1475.98,1373.23,4169.11,0.00,10556.89,0.00,0.00,31.01,0.00,4156.32,46.99,6387.78,1373.03,6371.59
2017-09-30  0:00,1476.26,1373.24,4167.75,0.00,10556.23,0.00,0.00,31.09,0.00,4153.65,47.12,6388.48,1373.04,6370.84
2017-09-29  23:00,1476.54,1373.24,4191.38,0.00,10558.63,0.00,0.00,31.37,0.00,4176.14,47.05,6367.25,1373.04,6347.93
2017-09-29  22:00,1476.55,1373.25,4215.54,0.00,10612.46,0.00,0.00,31.67,0.00,4200.55,47.32,6396.92,1373.05,6377.69
2017-09-29  21:00,1476.49,1373.22,4176.98,0.00,10521.43,0.00,0.00,31.19,0.00,4161.78,46.82,6344.45,1373.02,6325.34
2017-09-29  20:00,1476.41,1373.24,4198.58,0.00,10516.24,0.00,0.00,31.44,0.00,4184.04,46.54,6317.66,1373.01,6298.90
2017-09-29  19:00,1476.30,1373.26,4230.15,0.00,10581.37,0.00,0.00,31.64,0.00,4216.53,46.79,6351.22,1373.02,6333.20
2017-09-29  18:00,1476.19,1373.31,4222.37,0.00,10584.21,0.00,0.00,31.56,0.00,4209.38,46.83,6361.84,1373.05,6344.54
2017-09-29  17:00,1476.12,1373.39,4237.20,0.00,10636.33,0.00,0.00,31.65,0.00,4225.03,47.08,6399.12,1373.08,6382.47
2017-09-29  16:00,1476.06,1373.37,4180.39,0.00,10542.02,0.00,0.00,31.11,0.00,4167.95,46.76,6361.63,1373.12,6345.51
2017-09-29  15:00,1475.99,1373.42,4212.48,0.00,10564.51,0.00,0.00,31.40,0.00,4200.80,46.60,6352.03,1373.16,6336.47
2017-09-29  14:00,1475.93,1373.40,4171.10,0.00,10552.46,0.00,0.00,30.97,0.00,4159.32,46.83,6381.36,1373.14,6366.11
2017-09-29  13:00,1475.86,1373.37,4190.09,0.00,10517.93,0.00,0.00,31.17,0.00,4178.66,46.37,6327.84,1373.16,6313.00
2017-09-29  12:00,1475.80,1373.41,4215.61,0.00,10564.51,0.00,0.00,31.38,0.00,4204.86,46.50,6348.90,1373.17,6334.52
2017-09-29  11:00,1475.73,1373.39,4197.07,0.00,10512.15,0.00,0.00,31.16,0.00,4186.38,46.19,6315.07,1373.17,6301.00
2017-09-29  10:00,1475.66,1373.42,4206.07,0.00,10571.89,0.00,0.00,31.21,0.00,4195.90,46.58,6367.24,1373.22,6353.89
2017-09-29  9:00,1475.59,1373.39,4130.50,0.00,10485.25,0.00,0.00,30.50,0.00,4120.01,46.48,6354.74,1373.17,6341.45
2017-09-29  8:00,1475.53,1373.38,4153.58,0.00,10471.58,0.00,0.00,30.73,0.00,4143.51,46.13,6318.00,1373.18,6305.13
2017-09-29  7:00,1475.45,1373.47,4177.77,0.00,10617.84,0.00,0.00,30.91,0.00,4168.61,47.17,6440.07,1373.24,6428.10
2017-09-29  6:00,1475.33,1373.53,4215.17,0.00,10794.28,0.00,0.00,31.18,0.00,4207.06,48.34,6579.11,1373.26,6568.04
2017-09-29  5:00,1475.38,1373.51,4183.36,0.00,10763.60,0.00,0.00,30.90,0.00,4174.73,48.36,6580.24,1373.26,6568.84
2017-09-29  4:00,1475.66,1373.50,4179.87,0.00,10748.66,0.00,0.00,30.96,0.00,4169.88,48.40,6568.79,1373.26,6555.84
2017-09-29  3:00,1475.95,1373.51,4176.83,0.00,10747.39,0.00,0.00,31.02,0.00,4165.51,48.53,6570.55,1373.26,6556.00
2017-09-29  2:00,1476.22,1373.54,4194.16,0.00,10857.75,0.00,0.00,31.25,0.00,4181.87,49.45,6663.59,1373.29,6647.89
2017-09-29  1:00,1476.42,1373.53,4192.15,0.00,10829.22,0.00,0.00,31.31,0.00,4178.87,49.29,6637.07,1373.29,6620.31
2017-09-29  0:00,1476.33,1373.53,4212.69,0.00,10804.82,0.00,0.00,31.43,0.00,4200.01,48.85,6592.13,1373.30,6575.82
2017-09-28  23:00,1476.25,1373.52,4210.30,0.00,10755.97,0.00,0.00,31.39,0.00,4197.93,48.41,6545.67,1373.27,6529.57
2017-09-28  22:00,1476.15,1373.50,4184.89,0.00,10758.70,0.00,0.00,31.20,0.00,4172.66,48.65,6573.81,1373.26,6558.25
2017-09-28  21:00,1476.05,1373.51,4171.47,0.00,10777.78,0.00,0.00,31.01,0.00,4159.65,48.86,6606.31,1373.26,6591.32
2017-09-28  20:00,1475.97,1373.49,4157.04,0.00,10729.27,0.00,0.00,30.81,0.00,4145.43,48.53,6572.23,1373.24,6557.56
2017-09-28  19:00,1475.87,1373.51,4200.08,0.00,10751.28,0.00,0.00,31.20,0.00,4189.30,48.32,6551.20,1373.24,6537.02
2017-09-28  18:00,1475.77,1373.52,4188.84,0.00,10810.32,0.00,0.00,31.05,0.00,4178.50,48.90,6621.48,1373.24,6607.93
2017-09-28  17:00,1475.68,1373.53,4196.96,0.00,10780.74,0.00,0.00,31.15,0.00,4187.15,48.51,6583.59,1373.23,6570.45
2017-09-28  16:00,1475.59,1373.55,4207.33,0.00,10811.95,0.00,0.00,31.24,0.00,4198.06,48.66,6604.61,1373.23,6591.97
2017-09-28  15:00,1475.49,1373.52,4216.41,0.00,10806.79,0.00,0.00,31.27,0.00,4207.58,48.50,6590.38,1373.24,6578.34
2017-09-28  14:00,1475.39,1373.52,4186.81,0.00,10752.36,0.00,0.00,31.03,0.00,4178.21,48.22,6565.55,1373.23,6553.96
2017-09-28  13:00,1475.30,1373.53,4214.98,0.00,10809.78,0.00,0.00,31.22,0.00,4207.05,48.44,6594.79,1373.26,6583.91
2017-09-28  12:00,1475.20,1373.49,4169.56,0.00,10703.48,0.00,0.00,30.86,0.00,4161.60,47.88,6533.92,1373.23,6523.33
2017-09-28  11:00,1475.10,1373.51,4199.81,0.00,10729.83,0.00,0.00,31.01,0.00,4192.56,47.80,6530.02,1373.24,6520.07
2017-09-28  10:00,1475.01,1373.52,4185.00,0.00,10770.92,0.00,0.00,30.84,0.00,4178.15,48.25,6585.92,1373.26,6576.59
2017-09-28  9:00,1474.91,1373.48,4135.54,0.00,10691.68,0.00,0.00,30.39,0.00,4128.79,47.97,6556.14,1373.25,6547.26
2017-09-28  8:00,1474.82,1373.49,4145.93,0.00,10690.53,0.00,0.00,30.45,0.00,4139.72,47.80,6544.60,1373.25,6536.27
2017-09-28  7:00,1474.71,1373.50,4189.15,0.00,10684.83,0.00,0.00,30.82,0.00,4183.62,47.33,6495.67,1373.26,6487.93
2017-09-28  6:00,1474.60,1373.51,4183.96,0.00,10738.12,0.00,0.00,30.76,0.00,4178.96,47.79,6554.16,1373.26,6547.06
2017-09-28  5:00,1474.48,1373.51,4176.18,0.00,10733.20,0.00,0.00,30.65,0.00,4171.72,47.77,6557.02,1373.26,6550.59
2017-09-28  4:00,1474.55,1373.48,4155.82,0.00,10688.23,0.00,0.00,30.50,0.00,4150.82,47.59,6532.41,1373.25,6525.49
2017-09-28  3:00,1474.83,1373.48,4154.75,0.00,10635.66,0.00,0.00,30.51,0.00,4148.46,47.25,6480.91,1373.25,6472.44
2017-09-28  2:00,1475.10,1373.50,4158.20,0.00,10694.30,0.00,0.00,30.66,0.00,4150.70,47.85,6536.10,1373.26,6526.20
2017-09-28  1:00,1475.39,1373.56,4180.74,0.00,10786.88,0.00,0.00,30.90,0.00,4172.32,48.53,6606.14,1373.33,6595.09
2017-09-28  0:00,1475.68,1373.68,4153.62,0.00,11195.53,0.00,0.00,30.68,0.00,4144.24,52.46,7039.80,1373.45,7028.27
2017-09-27  23:00,1475.84,1373.67,4177.39,0.00,11209.50,0.00,0.00,30.93,0.00,4167.34,52.46,7032.10,1373.44,7019.79
2017-09-27  22:00,1475.77,1373.65,4161.53,0.00,11167.18,0.00,0.00,30.82,0.00,4151.66,52.20,7005.65,1373.43,6993.66
2017-09-27  21:00,1475.68,1373.64,4135.39,0.00,11150.78,0.00,0.00,30.48,0.00,4125.68,52.24,7015.39,1373.43,7003.81
2017-09-27  20:00,1475.61,1373.65,4147.13,0.00,11200.15,0.00,0.00,30.59,0.00,4137.89,52.55,7053.02,1373.43,7041.88
2017-09-27  19:00,1475.54,1373.65,4151.58,0.00,11183.09,0.00,0.00,30.65,0.00,4142.71,52.33,7031.51,1373.42,7020.61
2017-09-27  18:00,1475.48,1373.71,4231.90,0.00,11290.26,0.00,0.00,31.36,0.00,4224.05,52.52,7058.36,1373.43,7047.95
2017-09-27  17:00,1475.41,1373.69,4185.55,0.00,11274.65,0.00,0.00,30.96,0.00,4177.66,52.78,7089.10,1373.43,7079.03
2017-09-27  16:00,1475.35,1373.68,4178.09,0.00,11224.86,0.00,0.00,30.87,0.00,4170.37,52.39,7046.76,1373.42,7036.89
2017-09-27  15:00,1475.29,1373.71,4189.76,0.00,11331.73,0.00,0.00,30.95,0.00,4182.54,53.18,7141.97,1373.44,7132.65
2017-09-27  14:00,1475.23,1373.66,4163.54,0.00,11220.23,0.00,0.00,30.73,0.00,4156.24,52.43,7056.70,1373.42,7047.47
2017-09-27  13:00,1475.16,1373.66,4184.46,0.00,11217.34,0.00,0.00,30.84,0.00,4177.54,52.15,7032.89,1373.43,7024.04
2017-09-27  12:00,1475.09,1373.64,4147.04,0.00,11172.51,0.00,0.00,30.50,0.00,4140.21,52.08,7025.48,1373.42,7016.94
2017-09-27  11:00,1475.03,1373.68,4164.39,0.00,11263.50,0.00,0.00,30.59,0.00,4158.10,52.69,7099.11,1373.43,7091.09
2017-09-27  10:00,1474.99,1373.65,4168.70,0.00,11220.35,0.00,0.00,30.70,0.00,4162.51,52.22,7051.65,1373.44,7043.79
2017-09-27  9:00,1474.67,1373.61,4098.52,0.00,11186.38,0.00,0.00,29.92,0.00,4093.43,52.42,7087.86,1373.41,7081.58
2017-09-27  8:00,1474.23,1373.59,4120.73,0.00,11047.44,0.00,0.00,30.02,0.00,4117.72,50.84,6928.69,1373.39,6924.55
2017-09-27  7:00,1473.75,1373.60,4133.23,0.00,11089.64,0.00,0.00,30.05,0.00,4132.52,50.85,6956.50,1373.41,6954.98
2017-09-27  6:00,1473.49,1373.61,4159.18,0.00,11107.38,0.00,0.00,30.17,0.00,4159.70,50.67,6948.20,1373.41,6948.03
2017-09-27  5:00,1473.74,1373.61,4157.44,0.00,11081.43,0.00,0.00,30.24,0.00,4156.85,50.55,6923.99,1373.42,6922.52
2017-09-27  4:00,1474.06,1373.62,4149.77,0.00,11121.65,0.00,0.00,30.26,0.00,4147.74,51.14,6971.89,1373.43,6968.81
2017-09-27  3:00,1474.35,1373.62,4153.85,0.00,11101.59,0.00,0.00,30.36,0.00,4150.43,51.08,6947.74,1373.41,6942.97
2017-09-27  2:00,1474.66,1373.62,4136.89,0.00,11080.58,0.00,0.00,30.27,0.00,4131.97,51.17,6943.69,1373.41,6937.33
2017-09-27  1:00,1474.98,1373.67,4137.53,0.00,11198.31,0.00,0.00,30.36,0.00,4131.37,52.27,7060.79,1373.46,7053.07
2017-09-27  0:00,1475.33,1373.84,4151.13,0.00,11591.63,0.00,0.00,30.52,0.00,4144.12,55.73,7440.50,1373.61,7432.06
2017-09-26  23:00,1475.41,1374.03,4151.89,0.00,11985.34,0.00,0.00,30.47,0.00,4145.44,59.09,7833.45,1373.71,7825.56
2017-09-26  22:00,1475.40,1374.06,4139.78,0.00,12003.47,0.00,0.00,30.45,0.00,4133.46,59.35,7863.69,1373.71,7855.90
2017-09-26  21:00,1475.38,1374.05,4122.44,0.00,11981.48,0.00,0.00,30.25,0.00,4116.09,59.31,7859.04,1373.71,7851.28
2017-09-26  20:00,1475.37,1374.06,4143.19,0.00,11966.75,0.00,0.00,30.38,0.00,4137.01,59.00,7823.55,1373.70,7815.72
2017-09-26  19:00,1475.36,1374.15,4164.50,0.00,12067.49,0.00,0.00,30.59,0.00,4158.87,59.67,7902.99,1373.74,7895.54
2017-09-26  18:00,1475.36,1374.16,4161.61,0.00,12081.45,0.00,0.00,30.58,0.00,4156.02,59.80,7919.83,1373.73,7912.36
2017-09-26  17:00,1475.35,1374.17,4165.49,0.00,12147.94,0.00,0.00,30.62,0.00,4160.00,60.35,7982.45,1373.74,7975.11
2017-09-26  16:00,1475.34,1374.14,4176.82,0.00,12113.76,0.00,0.00,30.71,0.00,4171.30,59.94,7936.94,1373.73,7929.56
2017-09-26  15:00,1475.34,1374.04,4138.41,0.00,11981.74,0.00,0.00,30.36,0.00,4132.26,59.20,7844.56,1373.70,7836.91
2017-09-26  14:00,1475.33,1374.11,4142.42,0.00,12081.44,0.00,0.00,30.38,0.00,4136.70,59.95,7939.01,1373.72,7931.69
2017-09-26  13:00,1475.32,1374.13,4167.82,0.00,12094.15,0.00,0.00,30.62,0.00,4162.31,59.84,7926.33,1373.73,7919.03
2017-09-26  12:00,1475.32,1374.21,4214.54,0.00,12182.71,0.00,0.00,31.00,0.00,4209.59,60.16,7968.17,1373.77,7961.12
2017-09-26  11:00,1475.33,1374.16,4195.62,0.00,12137.97,0.00,0.00,30.88,0.00,4190.29,59.97,7942.35,1373.75,7935.10
2017-09-26  10:00,1475.09,1374.14,4159.88,0.00,12082.83,0.00,0.00,30.47,0.00,4155.51,59.67,7922.95,1373.73,7916.82
2017-09-26  9:00,1474.71,1374.05,4095.42,0.00,11929.49,0.00,0.00,29.73,0.00,4092.27,58.74,7834.07,1373.69,7829.47
2017-09-26  8:00,1474.30,1374.05,4105.84,0.00,11918.10,0.00,0.00,29.76,0.00,4104.62,58.33,7812.26,1373.71,7809.72
2017-09-26  7:00,1474.11,1374.07,4131.92,0.00,11916.98,0.00,0.00,29.93,0.00,4131.76,57.98,7785.05,1373.70,7783.33
2017-09-26  6:00,1474.43,1374.08,4166.65,0.00,11963.69,0.00,0.00,30.34,0.00,4165.00,58.25,7797.04,1373.72,7793.84
2017-09-26  5:00,1474.79,1373.97,4114.85,0.00,11828.89,0.00,0.00,30.01,0.00,4110.94,57.75,7714.04,1373.67,7708.85
2017-09-26  4:00,1475.14,1374.07,4094.85,0.00,11921.03,0.00,0.00,29.90,0.00,4089.69,58.88,7826.18,1373.71,7819.54
2017-09-26  3:00,1475.51,1374.10,4102.96,0.00,11999.29,0.00,0.00,30.05,0.00,4096.15,59.68,7896.33,1373.73,7888.07
2017-09-26  2:00,1475.88,1374.00,4104.89,0.00,11928.01,0.00,0.00,30.11,0.00,4095.88,59.27,7823.12,1373.71,7812.98
2017-09-26  1:00,1476.06,1374.40,4330.98,0.00,12282.05,0.00,0.00,32.10,0.00,4324.68,60.39,7951.06,1373.84,7940.82
2017-09-26  0:00,1476.13,1374.67,4696.01,0.00,12781.98,0.00,0.00,35.42,0.00,4693.30,61.51,8085.97,1373.98,8076.20
2017-09-25  23:00,1476.22,1374.65,4695.95,0.00,12770.19,0.00,0.00,35.43,0.00,4693.02,61.46,8074.24,1373.97,8064.00
2017-09-25  22:00,1476.31,1374.61,4689.80,0.00,12723.49,0.00,0.00,35.44,0.00,4686.51,61.19,8033.93,1373.96,8023.19
2017-09-25  21:00,1476.42,1374.70,4713.47,0.00,12812.72,0.00,0.00,35.64,0.00,4710.45,61.80,8099.25,1373.97,8088.14
2017-09-25  20:00,1476.20,1374.73,4722.43,0.00,12869.64,0.00,0.00,35.63,0.00,4720.00,62.10,8147.22,1373.98,8137.28
2017-09-25  19:00,1475.90,1374.72,4712.90,0.00,12824.16,0.00,0.00,35.46,0.00,4710.89,61.59,8111.26,1373.97,8102.62
2017-09-25  18:00,1475.60,1374.65,4723.27,0.00,12666.04,0.00,0.00,35.45,0.00,4721.73,60.00,7942.76,1373.94,7935.22
2017-09-25  17:00,1475.26,1374.58,4714.84,0.00,12644.63,0.00,0.00,35.31,0.00,4713.74,59.71,7929.78,1373.92,7923.70
2017-09-25  16:00,1475.18,1374.65,4696.18,0.00,12695.50,0.00,0.00,35.11,0.00,4695.22,60.26,7999.32,1373.94,7993.77
2017-09-25  15:00,1475.26,1374.62,4706.09,0.00,12682.86,0.00,0.00,35.21,0.00,4705.00,60.14,7976.77,1373.93,7970.74
2017-09-25  14:00,1475.34,1374.71,4722.69,0.00,12783.58,0.00,0.00,35.36,0.00,4721.68,60.87,8060.88,1373.94,8054.61
2017-09-25  13:00,1475.42,1374.63,4694.85,0.00,12664.79,0.00,0.00,35.16,0.00,4693.43,60.13,7969.95,1373.95,7963.28
2017-09-25  12:00,1475.50,1374.68,4707.54,0.00,12744.30,0.00,0.00,35.28,0.00,4706.14,60.74,8036.77,1373.96,8029.81
2017-09-25  11:00,1475.58,1374.68,4695.37,0.00,12752.96,0.00,0.00,35.21,0.00,4693.73,61.00,8057.59,1373.96,8050.31
2017-09-25  10:00,1475.66,1374.58,4701.74,0.00,12680.33,0.00,0.00,35.33,0.00,4699.83,60.39,7978.59,1373.93,7970.68
2017-09-25  9:00,1475.74,1374.48,4634.94,0.00,12524.18,0.00,0.00,34.84,0.00,4632.06,59.65,7889.24,1373.89,7880.70
2017-09-25  8:00,1475.81,1374.59,4699.13,0.00,12613.25,0.00,0.00,35.34,0.00,4696.92,59.87,7914.12,1373.96,7905.58
2017-09-25  7:00,1475.88,1374.70,4748.89,0.00,12702.70,0.00,0.00,35.75,0.00,4747.21,60.25,7953.81,1373.96,7944.97
2017-09-25  6:00,1475.96,1374.66,4742.06,0.00,12681.90,0.00,0.00,35.74,0.00,4740.14,60.17,7939.84,1373.94,7930.57
2017-09-25  5:00,1476.03,1374.62,4741.37,0.00,12672.59,0.00,0.00,35.76,0.00,4739.26,60.15,7930.55,1373.93,7920.86
2017-09-25  4:00,1476.10,1374.66,4733.77,0.00,12717.60,0.00,0.00,35.69,0.00,4731.53,60.65,7983.83,1373.93,7973.87
2017-09-25  3:00,1476.18,1374.56,4724.79,0.00,12725.10,0.00,0.00,35.70,0.00,4722.11,60.88,8000.31,1373.88,7989.76
2017-09-25  2:00,1476.26,1374.44,4706.86,0.00,12577.44,0.00,0.00,35.64,0.00,4703.57,59.80,7870.58,1373.86,7859.39
2017-09-25  1:00,1476.34,1374.68,4746.14,0.00,12739.66,0.00,0.00,35.84,0.00,4743.74,60.81,7993.52,1374.00,7982.83
2017-09-25  0:00,1476.40,1374.98,4919.52,0.00,13485.54,0.00,0.00,37.16,0.00,4919.63,65.56,8566.01,1374.35,8557.34
2017-09-24  23:00,1476.49,1375.00,4931.13,0.00,13622.40,0.00,0.00,37.28,0.00,4931.39,66.72,8691.27,1374.35,8682.41
2017-09-24  22:00,1476.59,1374.98,4905.83,0.00,13532.53,0.00,0.00,37.13,0.00,4905.72,66.25,8626.70,1374.32,8617.16
2017-09-24  21:00,1476.49,1374.98,4918.26,0.00,13569.87,0.00,0.00,37.16,0.00,4918.33,66.38,8651.61,1374.34,8642.65
2017-09-24  20:00,1476.25,1374.97,4904.62,0.00,13487.79,0.00,0.00,36.99,0.00,4904.55,65.66,8583.17,1374.30,8575.00
2017-09-24  19:00,1475.99,1374.97,4924.15,0.00,13552.41,0.00,0.00,37.05,0.00,4924.32,65.90,8628.26,1374.32,8621.34
2017-09-24  18:00,1475.74,1374.95,4919.84,0.00,13464.58,0.00,0.00,36.89,0.00,4919.96,65.01,8544.74,1374.29,8538.72
2017-09-24  17:00,1475.47,1374.95,4928.58,0.00,13461.77,0.00,0.00,36.91,0.00,4928.72,64.76,8533.20,1374.29,8528.33
2017-09-24  16:00,1475.18,1374.96,4912.72,0.00,13476.15,0.00,0.00,36.70,0.00,4912.75,64.86,8563.43,1374.25,8559.66
2017-09-24  15:00,1475.13,1374.95,4895.94,0.00,13426.77,0.00,0.00,36.54,0.00,4895.93,64.58,8530.83,1374.23,8527.13
2017-09-24  14:00,1475.25,1374.95,4904.19,0.00,13442.28,0.00,0.00,36.60,0.00,4904.21,64.66,8538.09,1374.28,8534.09
2017-09-24  13:00,1475.36,1374.94,4900.85,0.00,13437.47,0.00,0.00,36.67,0.00,4900.86,64.73,8535.89,1374.28,8531.40
2017-09-24  12:00,1475.48,1374.98,4912.94,0.00,13560.95,0.00,0.00,36.76,0.00,4913.00,65.72,8648.01,1374.34,8643.36
2017-09-24  11:00,1475.60,1374.96,4874.71,0.00,13486.32,0.00,0.00,36.55,0.00,4874.54,65.50,8611.62,1374.27,8606.14
2017-09-24  10:00,1475.72,1374.96,4902.44,0.00,13501.35,0.00,0.00,36.80,0.00,4902.43,65.47,8598.91,1374.29,8592.97
2017-09-24  9:00,1475.79,1374.92,4885.35,0.00,13440.88,0.00,0.00,36.71,0.00,4885.18,65.16,8555.53,1374.29,8549.22
2017-09-24  8:00,1475.87,1374.86,4711.17,0.00,13295.09,0.00,0.00,35.36,0.00,4709.47,65.43,8583.92,1374.28,8577.28
2017-09-24  7:00,1475.93,1374.88,4738.66,0.00,13367.21,0.00,0.00,35.62,0.00,4737.11,65.89,8628.55,1374.28,8621.70
2017-09-24  6:00,1476.00,1374.87,4728.08,0.00,13324.97,0.00,0.00,35.59,0.00,4726.29,65.64,8596.89,1374.28,8589.67
2017-09-24  5:00,1476.07,1374.85,4718.60,0.00,13309.13,0.00,0.00,35.51,0.00,4716.58,65.65,8590.53,1374.28,8583.03
2017-09-24  4:00,1476.13,1374.88,4729.28,0.00,13373.25,0.00,0.00,35.60,0.00,4727.31,66.14,8643.97,1374.28,8636.28
2017-09-24  3:00,1476.21,1374.93,4743.91,0.00,13443.81,0.00,0.00,35.70,0.00,4742.05,66.64,8699.89,1374.29,8691.98
2017-09-24  2:00,1476.28,1374.95,4739.70,0.00,13430.94,0.00,0.00,35.72,0.00,4737.72,66.62,8691.23,1374.28,8682.99
2017-09-24  1:00,1476.36,1375.03,4746.40,0.00,13593.22,0.00,0.00,35.78,0.00,4744.48,67.89,8846.82,1374.35,8838.77
2017-09-24  0:00,1476.45,1375.16,4695.13,0.00,14201.25,0.00,0.00,35.36,0.00,4692.73,73.43,9506.12,1374.53,9499.26
2017-09-23  23:00,1476.57,1375.16,4717.18,0.00,14230.64,0.00,0.00,35.55,0.00,4714.81,73.60,9513.45,1374.49,9506.01
2017-09-23  22:00,1476.70,1375.19,4712.57,0.00,14268.47,0.00,0.00,35.56,0.00,4709.95,74.08,9555.90,1374.51,9548.12
2017-09-23  21:00,1476.85,1375.24,4748.01,0.00,14337.22,0.00,0.00,35.91,0.00,4745.66,74.44,9589.21,1374.53,9581.01
2017-09-23  20:00,1476.68,1375.21,4744.52,0.00,14333.42,0.00,0.00,35.82,0.00,4742.35,74.28,9588.90,1374.55,9581.42
2017-09-23  19:00,1476.48,1375.17,4727.76,0.00,14268.25,0.00,0.00,35.61,0.00,4725.67,73.77,9540.49,1374.51,9533.50
2017-09-23  18:00,1476.27,1375.25,4759.81,0.00,14307.22,0.00,0.00,35.79,0.00,4758.47,73.67,9547.41,1374.57,9541.38
2017-09-23  17:00,1476.08,1375.24,4770.51,0.00,14265.31,0.00,0.00,35.81,0.00,4769.51,73.03,9494.80,1374.56,9489.41
2017-09-23  16:00,1475.88,1375.30,4750.97,0.00,14482.77,0.00,0.00,35.57,0.00,4750.19,74.89,9731.80,1374.60,9727.51
2017-09-23  15:00,1475.70,1375.30,4743.25,0.00,14444.71,0.00,0.00,35.45,0.00,4742.69,74.52,9701.46,1374.59,9697.73
2017-09-23  14:00,1475.51,1375.24,4748.08,0.00,14412.49,0.00,0.00,35.42,0.00,4747.72,74.09,9664.41,1374.54,9661.15
2017-09-23  13:00,1475.32,1375.19,4749.21,0.00,14408.73,0.00,0.00,35.42,0.00,4749.04,73.93,9659.52,1374.51,9656.80
2017-09-23  12:00,1475.13,1375.21,4749.25,0.00,14431.76,0.00,0.00,35.32,0.00,4749.35,74.01,9682.52,1374.49,9680.46
2017-09-23  11:00,1474.91,1375.01,4732.74,0.00,14340.83,0.00,0.00,35.17,0.00,4732.88,73.32,9608.09,1374.38,9606.36
2017-09-23  10:00,1474.94,1375.01,4742.01,0.00,14419.75,0.00,0.00,35.27,0.00,4742.10,73.97,9677.74,1374.31,9675.67
2017-09-23  9:00,1475.09,1374.73,4727.14,0.00,14269.23,0.00,0.00,35.29,0.00,4726.58,73.07,9542.08,1374.15,9538.84
2017-09-23  8:00,1475.23,1374.80,4747.74,0.00,14361.15,0.00,0.00,35.47,0.00,4747.16,73.76,9613.41,1374.14,9609.68
